Client_ID,Applied,Approved
107112,4.0,3
107489,3.0,2
113424,4.0,4
120130,4.0,1
102161,2.0,0
117269,4.0,1
120173,2.0,2
122548,2.0,2
111854,4.0,1
104317,3.0,3
119025,0.0,0
112192,0.0,0
124716,2.0,0
112167,1.0,0
114726,1.0,1
101110,2.0,0
105464,1.0,1
115106,2.0,2
111472,0.0,0
103513,1.0,1
106941,3.0,3
109887,2.0,2
110761,0.0,0
106265,2.0,0
109102,3.0,1
122015,2.0,1
122424,1.0,1
111501,1.0,1
106949,2.0,2
108479,0.0,0
112053,2.0,2
107347,4.0,0
116859,2.0,2
115882,0.0,0
119865,1.0,1
104154,4.0,4
120815,0.0,0
106693,3.0,2
117226,1.0,1
108023,2.0,2
109846,2.0,1
119712,0.0,0
118468,0.0,0
117053,3.0,2
106408,4.0,1
104691,4.0,2
123018,4.0,4
104172,4.0,0
102373,0.0,0
101656,0.0,0
118942,1.0,0
123131,4.0,4
101404,2.0,2
118391,2.0,1
121706,1.0,1
115554,1.0,1
104971,2.0,2
121018,4.0,2
105986,1.0,1
123944,3.0,3
100088,2.0,2
113337,4.0,3
106022,1.0,1
119393,0.0,0
114100,2.0,0
123294,4.0,0
109267,2.0,2
123858,2.0,2
102674,4.0,2
117655,3.0,0
119920,2.0,2
115279,2.0,2
111954,1.0,1
110119,3.0,3
104374,4.0,1
122208,1.0,1
103400,3.0,0
118404,3.0,1
124443,0.0,0
105043,4.0,4
106101,2.0,2
104342,4.0,2
118961,4.0,2
120121,4.0,3
105137,3.0,1
107619,2.0,1
118120,0.0,0
113879,0.0,0
106381,0.0,0
101444,2.0,2
123748,2.0,0
107700,0.0,0
120312,4.0,4
119561,2.0,2
112968,0.0,0
116943,2.0,2
103347,0.0,0
107272,0.0,0
101256,3.0,3
122708,2.0,2
111408,0.0,0
101072,4.0,3
106020,3.0,0
105394,3.0,0
103304,0.0,0
120263,3.0,2
106253,0.0,0
111856,0.0,0
124167,1.0,1
120178,1.0,1
104232,0.0,0
106264,1.0,0
113431,1.0,0
116111,2.0,2
119498,0.0,0
104093,2.0,1
121943,1.0,0
120592,1.0,1
106557,2.0,1
120775,3.0,3
119405,0.0,0
110485,0.0,0
118181,4.0,1
113647,3.0,1
119317,1.0,0
103651,4.0,0
119447,1.0,1
105313,4.0,0
116786,1.0,0
118656,1.0,1
117547,2.0,0
113862,4.0,2
107295,2.0,0
108002,0.0,0
124728,4.0,0
123652,0.0,0
111839,3.0,3
106187,0.0,0
105619,4.0,1
123909,4.0,0
120063,3.0,3
110409,3.0,2
104882,1.0,1
110289,4.0,2
106748,0.0,0
117791,4.0,3
101708,0.0,0
101385,1.0,1
102093,1.0,1
109599,2.0,0
122770,3.0,3
113062,0.0,0
118326,0.0,0
106724,0.0,0
102805,3.0,0
124489,0.0,0
122801,4.0,4
103055,1.0,1
124454,2.0,0
111139,1.0,0
112642,4.0,2
104010,3.0,3
101574,4.0,2
105078,0.0,0
116054,1.0,1
113586,2.0,0
106922,1.0,1
124958,2.0,2
120298,0.0,0
114591,3.0,2
110070,2.0,2
124144,4.0,3
109107,4.0,4
111797,0.0,0
108554,2.0,0
121908,0.0,0
112568,0.0,0
124320,3.0,3
114423,2.0,0
120236,1.0,1
115646,1.0,1
122417,1.0,1
111703,3.0,3
119617,0.0,0
113408,4.0,3
109212,4.0,1
102840,2.0,2
121508,1.0,1
114721,4.0,4
114056,2.0,2
103786,0.0,0
122625,4.0,3
121335,4.0,2
100110,3.0,1
113296,4.0,0
108907,1.0,1
120753,0.0,0
109907,1.0,1
124508,4.0,0
121782,0.0,0
103058,4.0,0
107772,2.0,2
118104,0.0,0
117762,4.0,1
122267,2.0,2
118974,1.0,1
115405,1.0,1
109007,0.0,0
122841,1.0,0
121487,4.0,3
121970,3.0,3
113865,1.0,1
107550,2.0,2
101855,1.0,1
101805,2.0,1
119996,2.0,1
109074,4.0,0
108174,3.0,2
122356,1.0,1
113441,2.0,1
121426,4.0,1
106953,4.0,4
114487,2.0,0
119214,0.0,0
116828,1.0,1
103820,4.0,1
118803,2.0,2
109357,3.0,3
103881,3.0,2
110246,4.0,3
118908,3.0,2
110763,2.0,1
112674,4.0,3
113567,3.0,3
111627,2.0,1
117579,2.0,2
114620,0.0,0
119916,2.0,1
103198,1.0,0
104262,4.0,3
113731,2.0,1
101149,0.0,0
122961,4.0,3
118414,3.0,3
100736,0.0,0
102342,0.0,0
113766,4.0,0
117463,0.0,0
108709,3.0,1
116445,2.0,2
120708,1.0,1
101481,3.0,1
121405,3.0,3
111131,4.0,4
105044,4.0,4
109117,1.0,0
102146,3.0,1
124949,2.0,0
113860,3.0,0
110559,2.0,0
104177,0.0,0
107221,2.0,1
121619,0.0,0
109310,0.0,0
121551,4.0,1
102709,3.0,1
116104,0.0,0
102484,1.0,1
119734,3.0,3
101346,4.0,1
108437,0.0,0
114892,4.0,2
103033,2.0,0
122098,3.0,0
119055,3.0,2
120330,3.0,1
120825,3.0,3
104580,2.0,2
113639,4.0,0
105509,2.0,0
118901,0.0,0
123310,0.0,0
108266,3.0,1
123503,1.0,0
116328,3.0,1
103268,0.0,0
102841,4.0,2
124730,4.0,1
122592,1.0,1
103054,3.0,2
108876,0.0,0
123573,3.0,1
123873,0.0,0
123885,2.0,2
105246,0.0,0
108111,3.0,1
115813,2.0,2
109949,2.0,2
107841,4.0,2
115637,0.0,0
124195,3.0,1
105867,1.0,1
114862,2.0,2
114841,2.0,2
101340,4.0,1
116691,4.0,0
100475,2.0,0
114113,1.0,1
111888,2.0,1
117838,4.0,3
106815,1.0,1
103725,1.0,1
100427,1.0,1
107512,2.0,2
122099,1.0,1
100054,2.0,2
122593,0.0,0
124219,1.0,1
108498,1.0,1
113980,2.0,0
110651,0.0,0
107598,1.0,0
111344,0.0,0
109973,3.0,1
103345,3.0,3
123472,3.0,3
113611,1.0,1
100234,2.0,0
123356,1.0,0
100933,1.0,1
119165,2.0,1
115993,4.0,2
111369,1.0,1
108816,1.0,1
115347,1.0,1
104994,0.0,0
119725,0.0,0
123003,2.0,2
108279,1.0,1
116372,1.0,1
123142,3.0,3
114099,3.0,0
122008,0.0,0
102934,4.0,2
120919,0.0,0
105690,0.0,0
109519,0.0,0
107673,4.0,0
102928,1.0,1
101391,0.0,0
109641,1.0,1
117633,0.0,0
101496,1.0,1
119895,0.0,0
122381,0.0,0
124103,4.0,4
116492,0.0,0
118767,3.0,3
115215,1.0,0
123036,2.0,2
111959,4.0,0
101808,2.0,0
115212,3.0,3
116553,3.0,0
100617,0.0,0
106026,3.0,3
110556,2.0,2
105882,3.0,3
114397,1.0,1
118879,1.0,0
120476,2.0,2
116263,4.0,3
123502,1.0,1
102695,2.0,2
121612,3.0,0
103546,4.0,2
108476,1.0,1
117981,2.0,1
113800,0.0,0
110923,0.0,0
107460,4.0,0
118291,2.0,2
105795,4.0,4
114267,0.0,0
117841,2.0,2
111863,0.0,0
123996,1.0,1
118340,2.0,2
100662,3.0,2
124090,0.0,0
124896,3.0,1
111506,4.0,0
114918,2.0,1
105914,0.0,0
111216,4.0,3
122457,1.0,1
107961,3.0,2
108381,1.0,0
120823,3.0,1
106184,2.0,2
112025,3.0,0
119938,3.0,1
114004,3.0,3
111194,2.0,2
124613,4.0,3
121330,4.0,0
120142,4.0,0
108286,0.0,0
107468,2.0,1
121557,0.0,0
117083,1.0,1
105171,2.0,2
119546,1.0,1
118039,4.0,0
113733,2.0,2
118758,0.0,0
101830,3.0,1
122004,0.0,0
122032,0.0,0
119553,2.0,2
121232,1.0,1
106129,0.0,0
116052,1.0,1
113816,2.0,1
119842,4.0,4
106769,3.0,0
121007,3.0,3
117458,2.0,2
100743,3.0,3
124848,2.0,1
114908,0.0,0
104098,3.0,2
115836,0.0,0
122190,3.0,1
123159,3.0,2
114514,0.0,0
115007,4.0,4
116715,2.0,2
116048,1.0,1
101528,3.0,3
112749,2.0,0
103739,4.0,1
123768,2.0,2
101129,4.0,1
101324,3.0,3
101769,0.0,0
122463,0.0,0
113797,2.0,2
103424,2.0,2
110125,4.0,1
124623,0.0,0
100713,3.0,1
122796,1.0,0
106170,1.0,1
111638,0.0,0
120700,1.0,1
119886,4.0,3
122248,1.0,1
108195,0.0,0
114913,0.0,0
119659,2.0,2
100674,2.0,0
122916,1.0,1
108026,3.0,1
100515,3.0,3
102310,4.0,4
100979,3.0,0
114927,4.0,0
115747,1.0,1
117005,1.0,0
121453,4.0,2
111544,0.0,0
120657,2.0,2
122502,0.0,0
113324,3.0,2
104668,3.0,0
123168,0.0,0
112022,4.0,1
107610,2.0,2
106762,1.0,1
118151,1.0,1
104238,0.0,0
117345,3.0,0
118251,4.0,1
110492,1.0,1
110734,4.0,1
106430,0.0,0
116084,4.0,1
101269,4.0,2
118691,3.0,1
110694,2.0,2
104496,2.0,2
106378,2.0,2
100372,1.0,1
118875,1.0,0
106870,3.0,1
117193,1.0,1
121155,0.0,0
103236,2.0,2
112354,1.0,1
109784,1.0,1
105721,4.0,3
105660,3.0,0
103075,0.0,0
101888,1.0,1
122516,0.0,0
108416,1.0,1
110504,4.0,2
124175,4.0,4
111836,2.0,2
107123,0.0,0
111644,1.0,1
117294,1.0,1
122701,4.0,1
106660,4.0,1
110843,0.0,0
114500,1.0,1
111956,1.0,1
107968,2.0,2
111764,1.0,1
100826,3.0,3
105805,1.0,1
118597,4.0,1
101068,1.0,0
102632,0.0,0
119230,2.0,1
110341,2.0,0
110953,3.0,2
115692,0.0,0
112577,3.0,3
105276,2.0,1
120553,1.0,1
118948,4.0,3
108725,4.0,2
104887,0.0,0
119784,0.0,0
103204,3.0,1
111359,3.0,1
108592,4.0,3
111712,3.0,1
117779,2.0,2
122940,1.0,1
111432,2.0,2
106592,3.0,0
118082,0.0,0
115696,1.0,1
108028,1.0,1
106612,3.0,2
102517,3.0,2
109270,3.0,3
118099,0.0,0
108264,2.0,1
122233,1.0,1
119984,0.0,0
116689,3.0,1
114954,0.0,0
121340,3.0,0
122674,4.0,2
100862,4.0,0
101763,1.0,1
106932,3.0,2
120772,3.0,1
116205,2.0,2
117475,0.0,0
106231,4.0,2
116756,4.0,3
112169,1.0,1
114399,3.0,3
116981,0.0,0
119122,2.0,2
106199,3.0,3
123218,3.0,2
115680,1.0,1
105408,2.0,0
104208,4.0,2
121312,4.0,2
100827,4.0,0
111664,4.0,2
106173,1.0,1
124914,4.0,4
101861,4.0,2
109666,2.0,1
108722,3.0,3
106205,1.0,1
121928,2.0,0
113677,4.0,0
108176,3.0,2
105076,4.0,3
105635,2.0,1
118547,1.0,1
105437,0.0,0
100740,2.0,0
115798,3.0,0
123754,1.0,1
123044,1.0,0
120402,2.0,0
104061,2.0,1
106597,2.0,0
115717,2.0,1
107631,1.0,1
101341,4.0,0
107263,2.0,1
106882,1.0,1
107406,0.0,0
118214,4.0,0
117643,2.0,1
103707,1.0,1
124777,4.0,1
115525,4.0,4
117517,2.0,1
124381,2.0,1
108351,4.0,0
101630,2.0,0
124614,2.0,2
123564,1.0,1
112317,0.0,0
116232,1.0,1
114044,,0
115490,0.0,0
108464,0.0,0
124138,3.0,0
104025,3.0,3
104295,2.0,2
121237,2.0,1
123708,2.0,0
104478,2.0,2
121489,0.0,0
122113,1.0,1
107771,1.0,1
105386,4.0,1
112358,2.0,0
124393,1.0,0
110178,2.0,2
109222,3.0,0
116837,3.0,1
104767,3.0,1
121854,2.0,2
109801,3.0,1
112151,2.0,2
121215,1.0,0
114215,4.0,3
119786,3.0,2
101437,4.0,4
122442,1.0,1
105216,0.0,0
123512,2.0,1
106543,2.0,1
113335,0.0,0
122702,1.0,1
107912,3.0,0
110451,3.0,3
108653,0.0,0
106235,2.0,2
104514,2.0,1
111923,2.0,2
115388,1.0,1
115853,3.0,0
114933,0.0,0
104506,3.0,1
113143,3.0,1
102681,0.0,0
124811,2.0,2
102220,0.0,0
121473,4.0,4
103021,3.0,0
103082,3.0,1
120773,1.0,1
123333,2.0,2
104028,2.0,1
108030,3.0,2
121358,4.0,1
122136,4.0,4
106542,3.0,2
118139,0.0,0
114384,3.0,3
102853,0.0,0
115339,3.0,3
121125,4.0,1
124121,0.0,0
118715,1.0,1
106519,3.0,1
102652,2.0,1
121117,0.0,0
101285,2.0,2
115440,0.0,0
103280,1.0,0
117761,1.0,0
103265,3.0,2
113686,4.0,3
100988,4.0,1
100182,1.0,0
103843,4.0,1
102236,4.0,0
120259,2.0,1
111198,0.0,0
107150,0.0,0
102785,0.0,0
110429,0.0,0
106708,4.0,3
110581,2.0,2
101322,3.0,3
112248,2.0,2
112283,1.0,1
103393,4.0,2
105348,0.0,0
115693,3.0,3
102880,1.0,1
124795,4.0,2
100884,1.0,1
117512,4.0,4
121242,4.0,3
103471,4.0,2
108237,0.0,0
119365,1.0,1
114644,4.0,0
111236,0.0,0
112662,2.0,2
117379,2.0,2
124410,3.0,3
112870,4.0,0
119209,0.0,0
109473,2.0,2
107027,2.0,2
105616,4.0,3
123318,1.0,1
114345,4.0,0
101461,0.0,0
109054,2.0,1
117203,1.0,1
119376,1.0,1
109933,2.0,2
104138,2.0,2
122777,4.0,3
108180,4.0,1
115598,2.0,2
115545,4.0,3
121038,4.0,3
101098,4.0,0
103588,2.0,2
103230,1.0,1
117656,1.0,1
124952,4.0,4
118304,1.0,1
108497,2.0,2
122938,1.0,0
113871,4.0,0
107585,3.0,3
112092,1.0,1
108615,3.0,1
116405,1.0,1
100391,3.0,1
107574,0.0,0
110635,4.0,4
105549,3.0,1
102857,3.0,1
116234,0.0,0
107072,2.0,2
114655,3.0,0
116909,2.0,1
119335,3.0,0
112324,3.0,3
119425,1.0,0
122582,0.0,0
110790,3.0,1
105007,0.0,0
121157,1.0,1
107053,0.0,0
109498,2.0,2
119273,0.0,0
114799,0.0,0
124631,4.0,1
105162,2.0,2
122111,4.0,1
115443,1.0,1
121660,1.0,1
112426,4.0,3
120361,1.0,1
124706,0.0,0
103847,1.0,1
120739,2.0,1
124494,1.0,1
117877,2.0,1
116872,4.0,4
124149,3.0,0
105406,3.0,2
123365,0.0,0
112952,4.0,2
106394,1.0,1
120758,4.0,2
108433,1.0,1
107475,1.0,1
123553,1.0,1
123742,1.0,1
121529,4.0,0
118112,2.0,2
105863,2.0,0
120585,2.0,2
100675,3.0,3
118828,0.0,0
111794,2.0,0
108967,1.0,1
101438,2.0,2
121671,2.0,1
118561,2.0,1
114831,0.0,0
113692,0.0,0
120724,0.0,0
113689,4.0,1
113548,3.0,1
120842,0.0,0
106160,2.0,2
111626,1.0,1
101229,4.0,1
122228,3.0,0
107291,2.0,2
113912,0.0,0
105263,1.0,1
118472,1.0,1
107863,2.0,0
115187,1.0,1
100146,0.0,0
112596,4.0,2
114076,2.0,0
116973,4.0,1
124672,1.0,1
109881,4.0,1
122059,3.0,3
109942,4.0,1
121111,4.0,4
100785,0.0,0
120019,0.0,0
103008,0.0,0
122147,0.0,0
120735,0.0,0
113402,3.0,3
100170,3.0,1
110099,4.0,0
113423,2.0,2
106895,,1
101889,1.0,1
124595,0.0,0
117905,,2
108815,0.0,0
114054,1.0,0
102062,2.0,2
122817,2.0,1
100673,0.0,0
121693,2.0,2
124573,4.0,0
114224,0.0,0
114763,4.0,4
121381,2.0,0
118728,1.0,0
114568,2.0,2
107871,2.0,1
121036,0.0,0
111549,4.0,2
105913,3.0,1
123729,2.0,0
106468,4.0,4
117326,1.0,1
101906,3.0,3
103894,2.0,2
124632,4.0,3
124567,3.0,3
113705,1.0,1
103684,1.0,0
101368,1.0,1
123451,3.0,3
100843,3.0,0
118555,4.0,3
110419,1.0,0
105022,0.0,0
108303,4.0,4
101401,0.0,0
121786,3.0,1
117659,1.0,0
112617,0.0,0
117540,3.0,3
106081,0.0,0
119383,2.0,2
108844,1.0,1
111724,0.0,0
111642,1.0,1
104413,0.0,0
105726,3.0,2
117360,2.0,2
103036,0.0,0
114135,2.0,2
111211,4.0,0
120098,2.0,2
106547,2.0,0
110088,2.0,2
102496,2.0,0
111335,1.0,1
115512,3.0,0
112031,2.0,2
106990,3.0,2
114254,0.0,0
114861,4.0,0
109689,3.0,1
120870,3.0,0
111917,2.0,0
108012,3.0,3
119728,0.0,0
114453,1.0,1
103257,2.0,2
120789,3.0,2
116308,0.0,0
111969,4.0,3
123325,0.0,0
100984,3.0,3
124680,0.0,0
109774,4.0,3
118200,4.0,0
121442,0.0,0
108129,2.0,0
106380,4.0,1
117625,2.0,2
110995,4.0,0
117523,1.0,1
102986,2.0,0
116440,1.0,1
107265,2.0,2
103287,0.0,0
110721,2.0,2
102216,2.0,2
108836,4.0,1
115551,3.0,0
107243,1.0,1
108158,3.0,2
123271,4.0,0
116742,1.0,1
121718,1.0,1
107042,1.0,1
121629,0.0,0
109354,0.0,0
106671,4.0,4
119132,0.0,0
101523,4.0,2
105308,4.0,4
109945,2.0,2
116901,0.0,0
102759,0.0,0
121999,3.0,3
102129,1.0,0
114732,2.0,2
107568,4.0,1
108214,4.0,3
104820,2.0,2
122497,0.0,0
104414,1.0,1
101186,1.0,1
115887,4.0,0
119609,4.0,2
110127,2.0,2
105846,0.0,0
111534,3.0,1
101753,1.0,1
109787,3.0,0
106711,0.0,0
114032,1.0,1
115542,4.0,1
107146,2.0,2
110017,2.0,2
109679,4.0,2
115616,3.0,1
123064,2.0,2
115195,3.0,3
114977,2.0,2
101733,0.0,0
116182,3.0,2
112173,3.0,3
100057,4.0,0
113788,2.0,1
115280,3.0,1
118768,3.0,2
118657,4.0,4
101598,3.0,0
124769,4.0,1
101670,0.0,0
117670,0.0,0
108885,1.0,0
108004,2.0,1
105704,2.0,2
100245,2.0,2
105538,3.0,0
118091,1.0,1
109764,2.0,2
110661,1.0,1
113920,2.0,2
104182,0.0,0
121265,0.0,0
116488,3.0,1
111365,3.0,3
115618,3.0,3
117691,0.0,0
112346,3.0,3
109101,2.0,1
110153,0.0,0
118261,2.0,0
122243,4.0,4
124497,3.0,3
118923,4.0,3
115947,2.0,2
104879,2.0,2
112641,4.0,2
109174,2.0,2
100470,1.0,1
113643,2.0,2
112273,2.0,1
107701,2.0,2
117946,1.0,1
119967,2.0,2
114693,1.0,1
113079,3.0,3
105760,1.0,1
119798,1.0,1
110396,3.0,2
121090,0.0,0
112406,2.0,2
118747,3.0,1
117066,3.0,3
119704,3.0,3
119487,4.0,1
121186,3.0,1
123052,1.0,1
122511,2.0,2
118523,3.0,3
101045,0.0,0
115131,0.0,0
119092,1.0,1
112923,1.0,1
114191,2.0,2
100664,1.0,1
107175,2.0,2
106169,2.0,2
118084,3.0,1
114947,2.0,2
110494,1.0,1
118054,4.0,4
117051,3.0,1
118005,2.0,0
104591,3.0,1
123289,4.0,0
115524,2.0,0
102724,3.0,0
115359,2.0,2
104733,0.0,0
121485,4.0,3
110390,3.0,3
100677,1.0,1
116060,0.0,0
120112,4.0,2
113682,4.0,3
109423,1.0,1
105181,1.0,0
113420,1.0,1
123298,2.0,1
111578,3.0,0
103927,1.0,0
106682,4.0,2
110036,0.0,0
110878,4.0,4
108360,4.0,3
121092,1.0,1
104085,2.0,2
102726,1.0,1
101185,2.0,2
103929,3.0,3
109705,1.0,1
116950,0.0,0
115090,2.0,1
113487,1.0,1
110189,1.0,1
103922,4.0,2
106652,3.0,2
100209,4.0,1
117677,4.0,3
106098,0.0,0
117726,4.0,1
108851,4.0,3
121497,4.0,3
115358,1.0,1
103937,4.0,3
120168,0.0,0
101752,1.0,1
113444,4.0,2
124414,3.0,1
105705,4.0,4
114049,4.0,3
103152,1.0,1
111358,0.0,0
112017,3.0,3
107684,1.0,1
115609,2.0,2
111227,0.0,0
109494,1.0,0
121424,1.0,1
109154,4.0,3
105961,1.0,1
102476,3.0,2
116451,4.0,3
105205,2.0,2
121128,3.0,3
105019,4.0,4
105780,3.0,1
101617,0.0,0
103057,1.0,1
106188,2.0,1
110990,0.0,0
113235,3.0,0
113054,2.0,2
105215,4.0,3
124739,0.0,0
114830,0.0,0
103258,0.0,0
103902,4.0,0
109284,2.0,1
109892,1.0,1
102361,3.0,1
102247,1.0,1
114227,3.0,0
121496,2.0,2
121803,1.0,1
115449,2.0,0
115438,1.0,1
105291,0.0,0
110438,0.0,0
118707,2.0,2
103789,3.0,2
119843,1.0,1
101576,3.0,1
109750,3.0,3
120226,2.0,2
103851,4.0,3
115319,1.0,1
119512,4.0,3
106228,3.0,1
123415,4.0,4
104758,2.0,0
122289,2.0,0
117565,3.0,0
109176,0.0,0
124871,2.0,2
110511,2.0,1
103691,0.0,0
118191,3.0,2
117556,2.0,2
110545,0.0,0
116956,1.0,0
120790,1.0,1
103125,1.0,1
108379,0.0,0
102196,4.0,0
106971,2.0,2
101422,1.0,1
120614,0.0,0
116113,2.0,2
111454,4.0,2
124998,1.0,1
119844,0.0,0
120308,1.0,1
109369,4.0,0
104055,1.0,1
102316,0.0,0
124959,0.0,0
106385,2.0,2
113640,1.0,1
102078,3.0,3
114238,4.0,1
117831,4.0,0
118681,4.0,1
103697,2.0,2
116938,4.0,4
110414,1.0,1
106039,0.0,0
105610,4.0,2
110449,2.0,1
113889,2.0,1
122324,2.0,1
122613,3.0,3
116519,1.0,1
122469,1.0,1
117273,1.0,0
101976,2.0,2
115311,0.0,0
117516,4.0,1
105196,1.0,0
105234,4.0,3
118997,3.0,0
109093,4.0,0
124696,4.0,1
121827,4.0,1
116014,4.0,4
117271,0.0,0
115654,4.0,0
105164,0.0,0
117671,4.0,0
121081,1.0,1
101480,3.0,2
103500,2.0,2
103327,3.0,1
113201,2.0,1
108931,2.0,2
122070,0.0,0
116269,3.0,3
112893,1.0,1
117455,2.0,0
101313,0.0,0
121522,2.0,1
114037,2.0,0
109407,4.0,2
100923,2.0,2
104354,0.0,0
103303,4.0,4
105949,4.0,3
107873,4.0,0
101367,1.0,1
103968,1.0,1
113124,0.0,0
102894,3.0,2
112444,4.0,1
102706,1.0,0
111671,4.0,0
115129,0.0,0
108855,3.0,1
118481,3.0,1
110227,1.0,1
101130,4.0,4
119794,0.0,0
120192,0.0,0
112696,3.0,2
113178,4.0,4
103792,3.0,0
116062,4.0,1
102960,2.0,2
108626,3.0,2
122760,4.0,2
106622,0.0,0
110509,3.0,3
121409,4.0,1
107969,4.0,4
121402,4.0,2
115342,1.0,1
102298,1.0,1
107058,3.0,2
105860,4.0,3
106958,4.0,4
103670,0.0,0
103477,3.0,3
122743,2.0,2
111453,2.0,1
121058,0.0,0
124025,0.0,0
100829,2.0,1
118978,3.0,1
103543,3.0,3
109673,3.0,0
119472,4.0,3
115931,3.0,2
103752,4.0,2
117011,1.0,0
123767,4.0,3
109704,2.0,2
122656,4.0,2
122407,1.0,0
100272,0.0,0
112786,1.0,1
124841,3.0,0
111184,0.0,0
123930,1.0,1
115085,2.0,2
123140,2.0,1
122641,3.0,0
110656,2.0,2
117846,1.0,0
106883,2.0,2
112510,0.0,0
115288,0.0,0
111944,3.0,1
109053,3.0,1
107981,3.0,2
115242,4.0,4
110211,1.0,1
116661,3.0,1
114251,1.0,1
102463,3.0,2
123330,3.0,3
124440,3.0,0
117872,1.0,1
110217,3.0,1
101279,0.0,0
121115,0.0,0
112302,4.0,0
110474,1.0,1
121253,4.0,2
105728,3.0,2
113037,3.0,3
100682,4.0,2
102704,0.0,0
108861,0.0,0
112703,3.0,1
117733,2.0,1
110846,1.0,1
117451,1.0,1
115207,2.0,2
111667,4.0,2
114865,4.0,2
124604,4.0,3
121880,1.0,1
103470,4.0,3
117710,4.0,3
113772,3.0,3
107823,1.0,1
113669,1.0,0
100161,0.0,0
124071,4.0,4
121135,3.0,3
102909,0.0,0
110006,3.0,3
100361,2.0,2
113644,4.0,4
102199,3.0,0
123584,2.0,2
112511,3.0,3
110370,3.0,0
106319,1.0,1
111936,1.0,1
112176,3.0,3
122104,4.0,1
117143,4.0,4
124683,3.0,1
116085,4.0,0
113020,2.0,1
112079,3.0,1
123823,2.0,0
102384,1.0,1
111409,3.0,3
108389,4.0,0
113648,4.0,3
103931,3.0,1
100505,2.0,1
108842,0.0,0
119133,2.0,1
103671,1.0,1
123921,3.0,1
104292,4.0,1
107113,2.0,2
118194,3.0,2
101393,0.0,0
104825,0.0,0
123227,2.0,1
110031,4.0,2
102401,0.0,0
118135,1.0,1
120719,4.0,3
104996,4.0,2
117390,0.0,0
116306,0.0,0
111434,4.0,1
105697,2.0,0
120422,3.0,3
124723,2.0,0
101565,3.0,1
120909,4.0,2
115605,2.0,2
103801,2.0,2
118699,1.0,1
122819,0.0,0
117725,2.0,2
116748,0.0,0
122495,1.0,0
118535,1.0,1
102018,2.0,2
112433,2.0,2
113727,0.0,0
110205,3.0,3
107825,3.0,0
107693,0.0,0
120150,0.0,0
124948,4.0,2
112693,1.0,1
112990,3.0,3
103208,0.0,0
117309,1.0,1
111524,3.0,2
111018,0.0,0
119594,2.0,2
100672,4.0,2
124829,4.0,0
